,0,1,2
834,I really don’t believe in the cancel cultured but the last minute cancellation of flights leaving people stranded b… https://t.co/oR3pRo3daf,pencilartbykat,"California, USA"
835,@RealCandaceO @DanCrenshawTX @realDailyWire @catturd2 @DonaldJTrumpJr @JackPosobiec please pass along! Confirmed AL… https://t.co/k0YU5zgTC3,BlakeReschke,
836,TOMORROW! You can receive your first or second vaccination at the Assunpink Center from 10 am to 2 pm. Please see f… https://t.co/zcY5894to1,mctsnj,Mercer County
837,"Update: WTA says its vaccination rate is “currently at over 60% for players.”

Still well behind other sports, but… https://t.co/bHugOdTUsN",BenRothenberg,"Washington, DC"
838,ATTN LIC: COVID-19 vaccines will be available @LaGuardiaCC through the @NYCHealthSystem Free COVID-19 Vaccination C… https://t.co/4C6CH5VcOk,RepMaloney,New York City
839,@thehill Do the math @AllenWest. Vaccination would have cost your Government less than the drug therapy you receive… https://t.co/6OHEbcrwYu,poey1941,"Maryland, USA"
840,Exactly! #vaccination https://t.co/0FDnvfYzgh,bcscomm,"Washington, DC"
841,The @JacksonCountyHD is hosting various free COVID vaccination clinics this week! Please refer to the graphic &amp; lin… https://t.co/LwrhvKnTcM,JusticeHorn_,"Kansas City, MO"
842,Update on UMaine fan policy: All guests attending home hockey and basketball events need full proof of a COVID-19 v… https://t.co/0qrw0OpCHt,DaveLPeck,"Bangor, ME"
843,"County Providing Free Taxi Service to COVID-19 Vaccination and Testing Sites for Seniors, Disabled… https://t.co/pw2NXdrGor",SourcetheSpring,"Silver Spring, MD"
844,This whole forced vaccination thing is ridiculous especially when it comes to healthcare workers but this mass walk… https://t.co/Fn4tCS043s,Quavey_,"Carrollton, GA | Senoia, GA"
845,Omg. An informative must read thread—cannot imagine how difficult for the doctors/nurses—&amp; those suffering with Cov… https://t.co/e9qzC1axbV,SiriSmedvig,U.S.A.
846,@JimmyScroggins @dalehuntington @DJJenkins I will continue to mask as long as necessary. Taking my Mom for her boos… https://t.co/5WPDQuUgmQ,peedeelou,"Wake Forest, NC"
847,Hey @catturd2 and @JackPosobiec please pass along @ALPAPresident Joe DePete is refusing to file a law suit against… https://t.co/Fw5mD8s91Z,BlakeReschke,
848,No District-operated walk-up COVID-19 vaccination or testing sites are open today in observance of Indigenous Peopl… https://t.co/6e3eutwIBJ,dc_ova,"Washington, DC"
849,@alexselby1770 What’s the vaccination rate in 65+? Are they fully vaccinated with 2 doses and have you started a 3r… https://t.co/F4QfGLKBDE,InfectiousJK,"Minneapolis/St. Paul, MN"
850,"@susiemcdonnell @lawyer4laws In case you missed it, the definition of a vaccination has been changed to fit the cur… https://t.co/Ih5W5pstTw",JandiBieler,
851,We have a small movie house in our small city and you must show proof of vaccination to enter. We love it and we se… https://t.co/NkonM6ZnjM,Amaliada,"Langley, Washington"
852,Nets either have to convince NYC to get rid of the vaccination mandate or trade Kyrie. This is about to be a shit s… https://t.co/AJP576KjCV,DJJust100,"Houston, TX"
853,@Ur_All_Idiots @JeffMat05630064 @RealCandaceO They already do. Polio? Measles? I used to live in the Caribbean and… https://t.co/6EHijCnn64,wadadli_albany,
854,@juliemason if ppl don’t get the vaccine bc they don’t want to be told what to do. But they wear seatbelts to get r… https://t.co/NgFKl4SFmO,Susanforney,"Arlington, VA"
855,"Abortion “My body my choice”
Vaccination “GET VACCINATED!!!!”
What happened to “My Body My Choice?????”…..🗣🗣🗣🗣🗣GET!… https://t.co/eolAgYitE8",mixtapeminimus1,Facebook Jail
856,If the US enforced this we'd see vaccination rates climb. FFP2 masks are the same as KN95. Readily available. Prote… https://t.co/Xiq9ucwXIw,Mikespins,NYC/Philadelphia 
857,"There really is no right to refuse vaccination. 
The government could mandate it https://t.co/X4rnSR3PvH",movie_gal_10,"Las Vegas, NV"
858,"@al_mu7ami @AllegianceTL @drsimonegold Again. Dummy, the vaccination does not keep you from getting Covid, or from spreading it.",SteveSimonovic,Greater Chicago Area
859,@RSVRider07 @Nickita246 Countries have long required proof of vaccination for non residents to enter.,jolefson50,"Westtown, NY"
860,@Druid_Orbweaver That's just not true. Minorities have the lowest rate of vaccination. The media lies.,mrqdoughty1,"Maine, USA"
861,@Rochee70603487 @ericcbarnes @RealCandaceO You would be wrong about that. You really think the military doesn’t hav… https://t.co/G1BwdcLFz3,brook_podjunkie,"Oakland, CA"
862,Don’t look at me. I’ve been boycotting #MNUFC home games since multiple players on the roster were outed to be open… https://t.co/VMRcngmZrQ,Reiderreiter77,Out in the grapes
863,@mohitpatel623 @deusbrothers @_Talkin_NBA lol 😂. Pharmaceutical benefit. The vaccination is free. What benefit are they getting again?,tzford,"ÜT: 37.612933,-77.445971"
864,"@YardleyShooting You are being paranoid. You got this all wrong. It is the other way around, the kids are getting s… https://t.co/VsozBxRaYG",MalgosiaMetz,"Redondo Beach, CA"
865,“Y’all rented a black man to do y’all vaccination agenda “ 😭 https://t.co/DlYxQNtuVi,renee_laveau,"Florida, USA"
866,@Dr_Franks_ I’ve just showed you a direct provable testable link between 1. Mass vaccination &amp; 2. A parallel rise i… https://t.co/HiCReJmZkO,BigFaceKev1,In Your City
867,@titoortiz Like it or not no matter which side you choose on the vaccination side if we believe in the Constitution… https://t.co/eIYlQ2IaBg,DwightJasonBain,"Running Springs, CA"
868,"I can attest that, after 18 months of this pandemic, vaccines save lives. Instead of enriching the pockets of Big P… https://t.co/iY8YmVvYBB",DrNicoleC,"Rochester, NY"
869,i'm really surprised that Americans can fly or take long distance trains / busses without proof of vaccination or n… https://t.co/tONmznBYti,noneck,"Brooklyn, NYC"
870,Kyrie Irving Will Not Be Playing in Brooklyn Nets Home Games for the Forseeable Future: The Brooklyn Nets…… https://t.co/G08okO5xhn,LionStiglitz,
871,@_StephenLaird @JoeBiden It's not the mandates that are going to get them fired it's their pure ignorance and refus… https://t.co/z5frmEPIHW,totallyFedUp,"Fort Worth, TX"
872,@Ellelque @morgfair Requiring vaccination for people who interact with patients or children is not overreaching. No… https://t.co/uZ4y437E6e,Ray_Miller_007,"New York, USA"
873,Just imagine your family member is in the hospital and all the doctors and nurses walk out because of a vaccination… https://t.co/dZuxEQ8qRO,J_Rocc69,"Orlando, FL"
874,"Ars Technica: No, your antibodies are not better than vaccination: An explainer.
https://t.co/tjWr7bcXC6

via @GoogleNews",JasonLMPhoto,"Long Beach, California"
875,"Grateful neither of my @SouthwestAir flights were canceled today. 

Here’s a solution:
Require all passengers show… https://t.co/NnzCTPUjXB",BernieTheBard,"Greenville, SC "
876,"Just traveled to + from France 🇫🇷                                  •If fully vaccinated, simply produce a proof of… https://t.co/VElm0lyno7",elaine_peake,United States
877,"Save the date! This SUNDAY is #ColorfulFest at Union Market’s Dock 5! 
FREE! 🌈🏳️‍🌈🏳️‍⚧️
*Open to all ages, must be… https://t.co/xghyFQN4Zl",DCHomos,"Washington, DC"
878,"@davidmweissman I think if they can show proof of vaccination, they can opt out of wearing a mask. Ideally, everyon… https://t.co/4HIJMkbP6f",LaraConnie,California
879,It can’t be a coincidence that NYDOC has the lowest vaccination rate of any city agency while #COVID cases are once… https://t.co/ksGdESPhxC,DyjuanTatro,"Washington, DC"
880,I gotta research why there are people that don’t wanna get vaccinated… what u think? The government is gonna have c… https://t.co/9Q9rNCd07J,SkippeeJar,"Alexandria, VA"
881,@fake_biden The Pope of his church encourages all to get the vaccination so his religious reasoning is pure BS,JTBNYC59,Southern California 
882,Update: The Mayor's office reports it's now down to 242 sworn officers that haven't submitted vaccination paperwork… https://t.co/cm7SKx8Z0d,UrbanistOrg,Seattle and Puget Sound Region
883,"One party has the Finacial support of unions but both parties actually hate them, mandating vaccination for employm… https://t.co/y6X5lUfKGK",Watchmakermaker,"Your mommas house, Maryland"
884,"""Orange County has managed to keep its rolling positivity rate below 10%."" 

Translation: less than 10% of the peop… https://t.co/74fzoHByOk",EastSideTea,East Orange & Seminole Florida
885,"“Donor won’t get vaccinated, “religious” reasons 
“But Friday—five days before the operation—Cleveland Clinic calle… https://t.co/NBi9rduY91",PaulKingsley7,
886,Yes or no This vaccination uses a  New technology. aRMA  Which turns this whole thing into an experiment https://t.co/z4e0MIPvC2,wlgsci,"West Virginia, USA"
887,"@Brasilmagic Out of a nearly 2 million person military there have only been 62 deaths.

“The active-duty Army, faci… https://t.co/yH55IJQEMP",KurtRexCooper,The Great Sonoran Desert
888,@DCGreenZone1 @provaxtexan @SkepticalMutant @vaxxinesRpoison @TsuDhoNimh @ZaynJaffer @MathewMoisture @FillmoreWhite… https://t.co/MWF7RPt0n6,doritmi,"Bay Area, CA"
889,@ClaudetteGGibs1 Aloha Recieving #IAM HEARINGS EARINGS EAR HEARS WHAT NAME OF WHERE SHE IS OH YEA THATS TRUE ....WH… https://t.co/VlGDQ48P8Q,kahi_kumu,#TurtleIsland Maui Havai'i
890,"@GeorgeAnchorage @IndivisibleANC Look at what we are hearing. Comparisons to the holocaust, claims of babies being… https://t.co/3A2WkhuwSB",AnchorageDemoc1,"Anchorage, AK"
891,@Brian88747914 @JDVance1 Please explain to me all the people who oppose vaccine mandates and how their vaccination… https://t.co/TT3dPFB0hY,mboyeast,
892,@Ordinary1World I have brother &amp; sister in laws (x3) that are deniers and the one set currently has Covid and are t… https://t.co/FEzjly1TEP,ImHoipolloi,"Denver, CO"
893,"34,000 Home Health Aids lost their 
Job
https://t.co/S4F7GPehM6 https://t.co/Os978p0o0B",MHB1070,
894,@AwL4Truth @AtlantaGrubber @literallyplant @BridgetPhetasy ...because so much of the population is vaccinated. Cons… https://t.co/R1DXdZpqxD,jswalden,"Mountain View, CA USA"
895,"The @ChulaVistaFD is proud to have led vaccination efforts, doing our part to help protect residents in the region… https://t.co/tK1IJYHZNR",ChulaVistaFD,"Chula Vista, CA"
896,@Walgreens you need to look at your process and staffing. What is the point of having a scheduled appointment if a… https://t.co/xTGp1kEH6j,Caroldressen,"Minnesota, USA"
897,Vaccination mandates for professional athletes will bring talent to Texas &amp; Florida. That’s kinda wild to think about.,NicholasTallant,"Midland, TX"
898,"@Phil_Johnson_ We *were* warned of super spreader events, but those warning have mainly stopped as vaccines have be… https://t.co/Pa1edjPew6",DJJenkins,"Studio City, CA"
899,@BettyBowers @LisaGWearsAMask It’s a fever dream of the Alt Reich anyway. ANY business contracting with the federal… https://t.co/yGcBjHYmgU,ShoemakerMicah,Central Texas
900,So USA states Doctors get to deny students life-saving care&amp;prevention of K12 predator educators sexual violence AG… https://t.co/HQHr1wrGeW,calvey_donna,"North Olmsted, OH "
901,"I promise you the 1000+ flights were not cancelled today from “weather” or “air traffic control.”

Pilots are risin… https://t.co/92dWjnYlub",seanfeucht,"California, USA"
902,@jwlarrabee @MarkCongressGA7 And child vaccination is yet to happem,mrbarnard1,"Hollywood, CA"
903,"I’m so confused, is he saying that illegal immigrants are supposed to get vaccinated or not? Because he doesn’t thi… https://t.co/gUcY4crHtq",KevinDr_ver,"Charleston, WV"
904,🤔Imagine This: other industries and it's workers started to do what Southwest pilots are doing; GOING ON STRIKE bec… https://t.co/7bZTaoFuOl,DecoryD,"Miami, Florida"
905,@fake_biden Didn’t the Pope pretty much put that to rest? https://t.co/VkApAkzSDc,CAKalish,
906,"@robbystarbuck @TomiLahren American Airlines, Alaska Airlines and JetBlue have vaccination mandates no strike &amp; Uni… https://t.co/qf51f5PXiI",Jamnet11,"Florida, USA"
907,@_boogs Even with proof of vaccination?,marcgtheater,"Fresno, CA"
908,I’m holding out on vaccination until they offer to expunge my criminal record…,rsconnor,
909,@stephenaugustus Rumor is strikes due to vaccination mandates. United laid off 600 last week.,colleencoll,Portland
910,"The Revolutionary War was partly won because of inoculation, a form of vaccination. 

Smallpox outbreaks nearly des… https://t.co/rXznG5RSot",bodyofjustin,"Los Angeles, CA"
911,"It is hard to put in to words just how sad the FDNY EMS vaccination rate makes me. 

More than 1 in 3 people who wo… https://t.co/nCCaK8zh1z",gueromedico,
912,Going to get my first vaccination shot in a bit. My second one will be next month.,SuperHooktailJr,
913,I’m at the Chargers game at SoFi stadium and this is the first major public event I’ve been at since COVID. Thankfu… https://t.co/d54zRVlcPh,s_alvarado95,"San Diego, CA"
914,@onlyrationalth1 At Chargers game now.  Mask required to get in. No one wearing them in the stands. I guy near tick… https://t.co/fPpTWJE6Y7,KeithRPhMD,
915,@ppattycat2 Get your vaccination ya bigly pussys. https://t.co/GPlMRZWWPv,CharlesYou_,"Los Angeles, CA"
916,Bro out here talking about getting a vaccination like she's gonna be under the knife,bolinthomas,"Minneapolis, MN"
917,@TheTNHoller @LuluBaroun @MarshaBlackburn @chrislhayes For God has not given us a spirit of fear but of power and l… https://t.co/rQuyCZrDkL,RealYeshua1,TN USA Blue/Green Planet Earth
918,"While we’re small/ not listed, @BrooklynCB6 is a city agency(we have our code/numbers for forms) with a 100 percent… https://t.co/x9SOdvqZZw",RacioppoMike,"Brooklyn, NY"
919,"Updated Health &amp; Entry Policy 
for all upcoming events: 

Proof of vaccination (card, photo or QR), ID &amp; mask. 

Be… https://t.co/yUI80JaYXt",theglasshouse,"Pomona, CA"
920,"This Thursday, October 14th, the @MendhamTownship Health Department will hold a flu vaccination clinic from 3:00pm… https://t.co/QwScBhy6x8",SarahRNeibart,
